LAYER: 0
NEURON_COUNT: 14
NUMBER_OF_CONNECTIONS: 35
-0.040774|-2.50378|-5.47695|1.29193|-0.572506|0.87181|-0.62178|5.94051|-2.97965|2.93754|-2.65619|0.604883|1.59297|-5.33419|0.501421|1.46694|0.829957|0.899255|-3.57036|-0.141611|1.9921
-0.299892|0.777549|0.064263|-0.0781235|1.3486|0.919454|3.1688|1.66701|-0.568698|-8.8602|-1.03114|-1.26089|2.96779|-1.18266|-1.81032|1.0879|-0.590153|0.885348|-3.43937|0.866961|-3.40598
2.02019|0.297119|-4.07322|-1.77956|-4.41128|-3.73095|-0.338569|0.468223|-0.105279|-3.58785|1.67741|0.96869|0.1925|0.821084|1.10751|2.27763|-1.16261|-2.7705|3.14832|2.29241|-0.039348
-4.03728|-0.572768|-0.0452579|-0.189598|-2.00372|2.94334|3.24937|-0.754864|0.308897|-2.38555|0.0775715|0.725454|-2.31498|-0.292372|0.348842|2.10688|0.234898|0.0617285|0.586693|1.5576|-4.19823
-0.502402|-0.169458|-1.06319|-0.882731|-1.06822|-0.124456|-1.29401|1.6768|1.5787|-1.97482|1.25431|4.35651|-1.79942|-1.96093|3.15709|-4.08013|-1.62561|-1.14017|-4.42282|-0.370058|3.07669
-0.10536|-3.42412|-3.82558|2.49556|-2.42973|-0.742485|0.937367|5.46005|1.39559|-0.794419|0.16764|-0.424077|-1.31886|-1.86324|1.55936|0.014024|-0.711594|-1.34675|-1.34687|-0.768865|-1.79028
0.653363|-1.21756|-0.000725922|-1.10926|-3.58804|3.24747|-0.936057|1.66858|1.05521|-0.412346|1.9825|-1.2068|-1.92874|0.365138|1.70866|-3.71342|0.508953|-2.4292|1.2818|0.217841|-1.91018
-3.59222|-1.29454|3.63001|1.50779|0.330043|-5.03028|2.03945|-4.5025|0.873643|0.862803|1.99653|-3.66481|-3.77503|-0.862187|4.08371|-1.1624|-2.87313|0.900273|1.99999|2.76678|-2.40889
3.41478|-1.25306|-0.699952|1.55114|-1.1292|-0.240176|-1.97745|-1.81217|1.46943|-1.10541|2.02504|0.704373|-1.90203|-2.04207|0.0710719|-1.86419|-0.526203|-1.25927|-2.4476|5.5871|-2.22043
5.2451|0.229982|1.54277|2.57283|0.115487|-0.0530755|0.581026|0.357058|-1.05638|-1.35221|1.00539|-4.88493|-0.34012|-2.19152|-1.48909|-0.667466|-1.97234|-1.23103|-0.585239|-1.95377|0.294386
3.27495|1.54757|1.69548|1.23001|-1.8445|-1.1726|1.56155|0.479686|1.06172|4.66467|3.27492|-6.29776|-0.394039|-1.34307|-3.0208|-2.00313|-0.440584|-1.50242|-2.31226|-4.5007|-0.0214378
1.84864|-1.01042|-2.09082|-1.389|-4.86761|1.14566|0.10873|-0.75067|-1.15346|1.03929|1.85618|-0.0831559|2.62358|-3.066|-2.57892|-1.90536|1.08023|-4.80304|1.37329|4.84963|0.37704
-4.56427|0.097629|4.45162|2.48989|0.940308|-3.14041|0.848797|0.377346|-0.21667|2.60019|1.12707|0.734516|0.441122|-4.54575|-1.77232|-0.3654|0.565879|-0.422593|-2.94311|-3.97393|-1.50456
-3.31385|0.145362|-6.31999|0.494484|-3.97125|1.81578|1.80013|2.32248|0.105074|5.75353|-2.02502|0.143428|-0.250903|-0.560984|1.9132|1.41018|-4.33124|0.621017|-1.33241|-3.0584|-0.600863
-5.00694|0.634853|-1.51937|-0.0598511|0.825718|2.77371|-5.71258|2.47221|-4.83405|0.57233|-0.885272|-0.686638|5.86801|-5.98176|0.291637|-0.278715|-0.0568362|1.23552|-0.582285|3.25347|0.457119
0.268792|-2.99122|0.154984|0.554127|-2.06327|-2.11189|2.00845|-4.52616|-1.86468|-0.365768|2.88779|0.318018|1.04462|0.297364|-2.80953|-0.218659|4.4434|0.501301|-5.54299|1.74037|-0.199907
-2.72457|1.91747|1.98287|-2.21572|-2.14018|1.0809|0.893531|1.92589|-0.341168|-0.0728571|1.37091|-0.243413|-2.69535|0.0493778|2.41185|-6.47847|-2.1871|0.194102|0.540951|1.50853|-1.21556
0.560174|0.143706|0.626915|-10.002|0.0244949|5.51171|0.152251|-0.423637|-2.11223|-0.341628|-1.37916|-0.0800938|1.02723|0.504883|0.398253|-0.239451|0.102159|-4.48049|1.5894|2.33844|-0.0955168
0.443748|0.46413|3.77862|-3.25362|-4.65111|-2.22608|-0.0420073|0.094495|3.21018|-5.25385|-3.55424|0.74349|2.75793|-3.26189|1.70269|-1.23739|-2.78097|1.34625|2.71628|2.54775|0.227127
6.08263|0.740968|-2.61381|-0.491333|1.14082|2.109|-6.57983|-1.38191|3.81933|-1.14575|-1.49298|-1.74512|0.0644517|-5.43664|-1.23784|3.03681|3.53239|-1.64298|-4.63334|-0.711612|-0.0285687
1.02122|1.82454|-2.49596|-1.45946|0.656792|2.32521|1.15859|-1.45811|-3.67242|-2.3655|3.75644|1.17539|-0.909358|-1.95014|-0.553304|-3.60019|-0.189804|-0.474113|3.72803|2.67713|-1.18875
-2.5397|-0.398281|0.314008|0.495493|0.118297|2.88386|1.04322|0.54836|0.212256|0.711633|-1.91613|0.214033|-4.02472|1.01483|0.963176|-0.525314|-0.467614|-0.346973|-0.435933|-0.432336|-3.77469
-5.25973|-1.58451|-5.3522|2.56469|-1.42456|-1.79714|-0.217218|-2.07545|1.90737|-0.791718|3.51626|3.06189|1.57389|-2.20379|0.512916|-1.20065|2.65194|2.3423|-1.91795|1.32075|-2.97026
3.17078|-2.12094|2.24844|2.94168|-2.87859|0.166047|1.96707|-2.68899|2.06123|-0.481194|-1.31358|-4.31742|0.0121426|1.46236|-4.69871|-0.360024|-0.83531|0.573366|-4.66316|2.25509|0.0136212
-0.972449|-0.958169|-2.43368|-0.806938|-0.569741|-0.291224|4.53131|-3.94659|1.88737|-1.23378|-2.07105|1.93597|1.25524|0.119867|-0.266399|-2.49707|-0.1477|1.54472|-0.535056|-0.268434|-0.793094
-3.89364|-1.07949|2.79953|-2.72058|0.464094|-4.23704|-4.72188|-1.08182|1.73991|-0.515576|2.24144|-0.474144|-1.95945|-0.701917|1.72284|0.000212138|4.3511|-2.76243|4.06208|0.712778|-0.547453
-2.54208|2.08643|0.45855|2.37471|0.704422|1.77187|3.18547|1.41002|-2.15136|2.03963|-3.70252|-2.62187|-7.73864|-1.17897|0.89404|0.128993|-4.76813|-0.219588|0.0738909|-0.358895|3.91716
4.13767|0.129227|-0.949236|-0.993536|-3.18884|-1.64556|-1.46585|-1.50343|-4.82368|3.40565|3.88053|3.73516|-2.13115|-1.44863|2.54478|0.394654|-0.4491|1.52663|-5.01356|-3.30603|-0.421551
-4.5499|1.3673|-0.675794|-1.43683|-1.59003|3.58429|-1.06216|-0.542359|-3.66315|-0.880881|-2.1945|1.39811|-1.22428|1.73897|0.351801|-0.293468|1.51922|1.49547|-1.24536|-0.0801398|-1.48955
1.1115|0.421256|-1.83602|-0.750663|0.796274|1.06509|0.508742|0.284908|-4.30004|0.416316|-2.86268|1.57203|-0.363676|0.178322|-2.42342|-0.214878|1.11024|-1.11601|1.93813|-0.925323|-0.013346
-1.53279|1.07596|-0.0262116|-3.39872|0.206891|-0.510138|0.261394|-2.40633|-3.64477|2.98455|1.18334|-0.502683|-0.171818|0.172521|-4.4868|0.743677|3.60074|-2.66563|4.10503|0.220694|-1.44201
0.931159|-1.24005|3.98966|2.54163|0.635399|-0.840969|3.21498|2.28763|-0.992922|2.11534|-0.706264|-1.7491|-2.58521|-0.384828|-0.884582|-0.76981|-0.689934|-1.64766|-2.64083|1.1465|-6.09755
-5.24339|-1.88387|-0.342472|-0.527228|-0.791555|-0.0511307|1.22671|0.0451284|0.990534|1.097|1.50432|2.25448|-7.63693|0.512301|0.41652|-0.357105|-0.754898|-0.0567619|4.1111|-0.596076|-1.04764
-0.690241|-3.36931|-1.13169|0.590259|-2.50543|2.59176|-1.81145|-2.0728|1.10949|-3.88761|2.6063|-2.17998|1.12146|-0.881942|1.96225|0.543219|1.54695|0.337723|2.90525|0.976886|-4.02192
-3.519|0.200622|3.04689|0.542602|-2.60125|0.257172|1.04712|-0.674679|1.86692|0.0826047|2.21792|-3.22391|-0.364161|-2.23248|-1.15256|-0.258601|1.63213|-2.60415|0.764758|-3.08436|1.07885
NUMBER_OF_CONNECTIONS: 35
-2.43596|-3.22107|-0.859975|0.492109|-1.33184|-1.29426|-0.556171|0.667967|-1.58472|-3.12826|-2.19736|-0.993996|0.759546|0.442402|3.71607|1.09355|2.38955|3.0701|-1.81589|1.78459|0.0755212
-3.07667|-0.442484|0.370744|0.622722|0.0273284|-2.47314|3.09861|-2.61631|-0.545339|-1.43438|0.0204755|-0.835519|-3.43823|-2.48609|-1.36669|-0.0185952|0.136973|1.29349|5.92107|-0.483619|-0.723187
7.10845|-2.33258|-1.13684|0.291366|-0.397188|-0.795108|-4.35844|-0.691989|1.43689|-0.545363|0.364428|-2.46284|-0.532319|-0.115342|-0.544279|-0.0719705|-1.08051|-2.20557|1.54219|0.715003|-1.21933
-1.26942|0.195893|1.08677|-4.98271|3.01637|1.53274|-2.58937|-0.523182|-0.472819|-0.807334|-0.962815|2.19347|1.93066|-6.22132|1.78645|1.95867|-0.732109|1.75986|1.47815|-2.35898|-0.570718
1.4089|2.65031|0.653882|1.08618|-0.0370037|-5.71434|-2.72045|-3.22921|2.1819|-2.58115|0.998079|2.22432|1.44149|1.23475|-0.22833|-4.4984|-0.892491|0.88811|2.26616|-3.34109|-0.947852
